Indicator_id,IndicatorName,category
WBIN-1570,Bribery incidence (% of firms experiencing at least one bribe payment request),PrivateSector
WBIN-1571,Firms using banks to finance investment (% of firms),PrivateSector
WBIN-1572,Firms using banks to finance working capital (% of firms),PrivateSector
WBIN-1573,"Time to export, documentary compliance (hours)",PrivateSector
WBIN-1574,"Time to export, border compliance (hours)",PrivateSector
WBIN-1575,"Cost to export, documentary compliance (US$)",PrivateSector
WBIN-1576,"Cost to export, border compliance (US$)",PrivateSector
WBIN-1577,Time required to get electricity (days),PrivateSector
WBIN-1578,Firms experiencing electrical outages (% of firms),PrivateSector
WBIN-1579,Power outages in firms in a typical month (number),PrivateSector
WBIN-1580,Time to obtain an electrical connection (days),PrivateSector
WBIN-1581,Average time to clear exports through customs (days),PrivateSector
WBIN-1582,Public credit registry coverage (% of adults),PrivateSector
WBIN-1583,Private credit bureau coverage (% of adults),PrivateSector
WBIN-1584,Depth of credit information index (0=low to 8=high),PrivateSector
WBIN-1585,New businesses registered (number),PrivateSector
WBIN-1586,"New business density (new registrations per 1,000 people ages 15-64)",PrivateSector
WBIN-1587,Ease of doing business rank (1=most business-friendly regulations),PrivateSector
WBIN-1588,Business extent of disclosure index (0=less disclosure to 10=more disclosure),PrivateSector
WBIN-1589,Ease of doing business score (0 = lowest performance to 100 = best performance),PrivateSector
WBIN-1590,Domestic credit to private sector (% of GDP),PrivateSector
WBIN-1591,"Insurance and financial services (% of service exports, BoP)",PrivateSector
WBIN-1592,"Insurance and financial services (% of service imports, BoP)",PrivateSector
WBIN-1593,Trade in services (% of GDP),PrivateSector
WBIN-1594,"Intentional homicides (per 100,000 people)",PublicSector
WBIN-1595,"Intentional homicides, male (per 100,000 male)",PublicSector
WBIN-1596,"Intentional homicides, female (per 100,000 female)",PublicSector
WBIN-1597,"Internally displaced persons, total displaced by conflict and violence (number of people)",PublicSector
WBIN-1598,"Internally displaced persons, new displacement associated with disasters (number of cases)",PublicSector
WBIN-1599,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",PublicSector
WBIN-1600,Battle-related deaths (number of people),PublicSector
WBIN-1601,Voice and Accountability: Standard Error,PublicSector
WBIN-1602,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",PublicSector
WBIN-1603,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",PublicSector
WBIN-1604,Voice and Accountability: Percentile Rank,PublicSector
WBIN-1605,Voice and Accountability: Number of Sources,PublicSector
WBIN-1606,Voice and Accountability: Estimate,PublicSector
WBIN-1607,Proportion of seats held by women in national parliaments (%),PublicSector
WBIN-1608,Regulatory Quality: Standard Error,PublicSector
WBIN-1609,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",PublicSector
WBIN-1610,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",PublicSector
WBIN-1611,Regulatory Quality: Percentile Rank,PublicSector
WBIN-1612,Regulatory Quality: Number of Sources,PublicSector
WBIN-1613,Regulatory Quality: Estimate,PublicSector
WBIN-1614,Rule of Law: Standard Error,PublicSector
WBIN-1615,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",PublicSector
WBIN-1616,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",PublicSector
WBIN-1617,Rule of Law: Percentile Rank,PublicSector
WBIN-1618,Rule of Law: Number of Sources,PublicSector
WBIN-1619,Rule of Law: Estimate,PublicSector
WBIN-1620,Political Stability and Absence of Violence/Terrorism: Standard Error,PublicSector
WBIN-1621,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PublicSector
WBIN-1622,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PublicSector
WBIN-1623,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PublicSector
WBIN-1624,Political Stability and Absence of Violence/Terrorism: Number of Sources,PublicSector
WBIN-1625,Political Stability and Absence of Violence/Terrorism: Estimate,PublicSector
WBIN-1626,Arms exports (SIPRI trend indicator values),PublicSector
WBIN-1627,Military expenditure (% of general government expenditure),PublicSector
WBIN-1628,Military expenditure (% of GDP),PublicSector
WBIN-1629,Military expenditure (current LCU),PublicSector
WBIN-1630,Military expenditure (current USD),PublicSector
WBIN-1631,Armed forces personnel (% of total labor force),PublicSector
WBIN-1632,"Armed forces personnel, total",PublicSector
WBIN-1633,Arms imports (SIPRI trend indicator values),PublicSector
WBIN-1634,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),PublicSector
WBIN-1635,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),PublicSector
WBIN-1636,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),PublicSector
WBIN-1637,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),PublicSector
WBIN-1638,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),PublicSector
WBIN-1639,Statistical performance indicators (SPI): Overall score (scale 0-100),PublicSector
WBIN-1640,Source data assessment of statistical capacity (scale 0 - 100),PublicSector
WBIN-1641,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),PublicSector
WBIN-1642,Statistical Capacity Score (Overall Average) (scale 0 - 100),PublicSector
WBIN-1643,Methodology assessment of statistical capacity (scale 0 - 100),PublicSector
WBIN-1644,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",PublicSector
WBIN-1645,CPIA trade rating (1=low to 6=high),PublicSector
WBIN-1646,CPIA structural policies cluster average (1=low to 6=high),PublicSector
WBIN-1647,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),PublicSector
WBIN-1648,CPIA efficiency of revenue mobilization rating (1=low to 6=high),PublicSector
WBIN-1649,CPIA public sector management and institutions cluster average (1=low to 6=high),PublicSector
WBIN-1650,CPIA social protection rating (1=low to 6=high),PublicSector
WBIN-1651,CPIA property rights and rule-based governance rating (1=low to 6=high),PublicSector
WBIN-1652,CPIA equity of public resource use rating (1=low to 6=high),PublicSector
WBIN-1653,CPIA quality of public administration rating (1=low to 6=high),PublicSector
WBIN-1654,CPIA macroeconomic management rating (1=low to 6=high),PublicSector
WBIN-1655,IDA resource allocation index (1=low to 6=high),PublicSector
WBIN-1656,CPIA building human resources rating (1=low to 6=high),PublicSector
WBIN-1657,CPIA gender equality rating (1=low to 6=high),PublicSector
WBIN-1658,CPIA fiscal policy rating (1=low to 6=high),PublicSector
WBIN-1659,CPIA financial sector rating (1=low to 6=high),PublicSector
WBIN-1660,CPIA quality of budgetary and financial management rating (1=low to 6=high),PublicSector
WBIN-1661,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),PublicSector
WBIN-1662,CPIA economic management cluster average (1=low to 6=high),PublicSector
WBIN-1663,CPIA debt policy rating (1=low to 6=high),PublicSector
WBIN-1664,CPIA business regulatory environment rating (1=low to 6=high),PublicSector
WBIN-1665,Total tax and contribution rate (% of profit),PublicSector
WBIN-1666,Tax payments (number),PublicSector
WBIN-1667,Time to prepare and pay taxes (hours),PublicSector
WBIN-1668,Strength of legal rights index (0=weak to 12=strong),PublicSector
WBIN-1669,Public credit registry coverage (% of adults),PublicSector
WBIN-1670,"Human capital index (HCI), male, upper bound (scale 0-1)",PublicSector
WBIN-1671,"Human capital index (HCI), female, upper bound (scale 0-1)",PublicSector
WBIN-1672,"Human capital index (HCI), upper bound (scale 0-1)",PublicSector
WBIN-1673,"Human capital index (HCI), male (scale 0-1)",PublicSector
WBIN-1674,"Human capital index (HCI), male, lower bound (scale 0-1)",PublicSector
WBIN-1675,"Human capital index (HCI), female, lower bound (scale 0-1)",PublicSector
WBIN-1676,"Human capital index (HCI), lower bound (scale 0-1)",PublicSector
WBIN-1677,"Human capital index (HCI), female (scale 0-1)",PublicSector
WBIN-1678,Human capital index (HCI) (scale 0-1),PublicSector
WBIN-1679,Primary government expenditures as a proportion of original approved budget (%),PublicSector
WBIN-1680,Government Effectiveness: Standard Error,PublicSector
WBIN-1681,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",PublicSector
WBIN-1682,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",PublicSector
WBIN-1683,Government Effectiveness: Percentile Rank,PublicSector
WBIN-1684,Government Effectiveness: Number of Sources,PublicSector
WBIN-1685,Government Effectiveness: Estimate,PublicSector
WBIN-1686,Subsidies and other transfers (% of expense),PublicSector
WBIN-1687,Subsidies and other transfers (current LCU),PublicSector
WBIN-1688,Expense (% of GDP),PublicSector
WBIN-1689,Expense (current LCU),PublicSector
WBIN-1690,Other expense (% of expense),PublicSector
WBIN-1691,Other expense (current LCU),PublicSector
WBIN-1692,Interest payments (% of expense),PublicSector
WBIN-1693,Interest payments (% of revenue),PublicSector
WBIN-1694,Interest payments (current LCU),PublicSector
WBIN-1695,Goods and services expense (% of expense),PublicSector
WBIN-1696,Goods and services expense (current LCU),PublicSector
WBIN-1697,Compensation of employees (% of expense),PublicSector
WBIN-1698,Compensation of employees (current LCU),PublicSector
WBIN-1699,"Taxes on income, profits and capital gains (% of total taxes)",PublicSector
WBIN-1700,"Taxes on income, profits and capital gains (% of revenue)",PublicSector
WBIN-1701,"Taxes on income, profits and capital gains (current LCU)",PublicSector
WBIN-1702,Tax revenue (% of GDP),PublicSector
WBIN-1703,Tax revenue (current LCU),PublicSector
WBIN-1704,Other taxes (% of revenue),PublicSector
WBIN-1705,Other taxes (current LCU),PublicSector
WBIN-1706,Taxes on international trade (% of revenue),PublicSector
WBIN-1707,Taxes on international trade (current LCU),PublicSector
WBIN-1708,Customs and other import duties (% of tax revenue),PublicSector
WBIN-1709,Customs and other import duties (current LCU),PublicSector
WBIN-1710,Taxes on goods and services (% value added of industry and services),PublicSector
WBIN-1711,Taxes on goods and services (% of revenue),PublicSector
WBIN-1712,Taxes on goods and services (current LCU),PublicSector
WBIN-1713,Taxes on exports (% of tax revenue),PublicSector
WBIN-1714,Taxes on exports (current LCU),PublicSector
WBIN-1715,"Revenue, excluding grants (% of GDP)",PublicSector
WBIN-1716,"Revenue, excluding grants (current LCU)",PublicSector
WBIN-1717,Social contributions (% of revenue),PublicSector
WBIN-1718,Social contributions (current LCU),PublicSector
WBIN-1719,Grants and other revenue (% of revenue),PublicSector
WBIN-1720,Grants and other revenue (current LCU),PublicSector
WBIN-1721,Net lending (+) / net borrowing (-) (% of GDP),PublicSector
WBIN-1722,Net lending (+) / net borrowing (-) (current LCU),PublicSector
WBIN-1723,Net investment in nonfinancial assets (% of GDP),PublicSector
WBIN-1724,Net investment in nonfinancial assets (current LCU),PublicSector
WBIN-1725,"Net incurrence of liabilities, total (% of GDP)",PublicSector
WBIN-1726,"Net incurrence of liabilities, total (current LCU)",PublicSector
WBIN-1727,"Central government debt, total (% of GDP)",PublicSector
WBIN-1728,"Central government debt, total (current LCU)",PublicSector
WBIN-1729,Net acquisition of financial assets (% of GDP),PublicSector
WBIN-1730,Net acquisition of financial assets (current LCU),PublicSector
WBIN-1731,Control of Corruption: Standard Error,PublicSector
WBIN-1732,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",PublicSector
WBIN-1733,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",PublicSector
WBIN-1734,Control of Corruption: Percentile Rank,PublicSector
WBIN-1735,Control of Corruption: Number of Sources,PublicSector
WBIN-1736,Control of Corruption: Estimate,PublicSector
WBIN-1737,High-technology exports (% of manufactured exports),ScienceAndTechnology
WBIN-1738,High-technology exports (current US$),ScienceAndTechnology
WBIN-1739,Technicians in R&D (per million people),ScienceAndTechnology
WBIN-1740,Researchers in R&D (per million people),ScienceAndTechnology
WBIN-1741,"Patent applications, residents",ScienceAndTechnology
WBIN-1742,"Patent applications, nonresidents",ScienceAndTechnology
WBIN-1743,Scientific and technical journal articles,ScienceAndTechnology
WBIN-1744,Research and development expenditure (% of GDP),ScienceAndTechnology
WBIN-1745,"Charges for the use of intellectual property, receipts (BoP, current US$)",ScienceAndTechnology
WBIN-1746,"Charges for the use of intellectual property, payments (BoP, current US$)",ScienceAndTechnology
WBIN-1747,"Life expectancy at birth, male (years)",SocialDevelopment
WBIN-1748,"Life expectancy at birth, female (years)",SocialDevelopment
WBIN-1749,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SocialDevelopment
WBIN-1750,Refugee population by country or territory of origin,SocialDevelopment
WBIN-1751,Refugee population by country or territory of asylum,SocialDevelopment
WBIN-1752,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SocialDevelopment
WBIN-1753,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SocialDevelopment
WBIN-1754,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SocialDevelopment
WBIN-1755,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SocialDevelopment
WBIN-1756,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SocialDevelopment
WBIN-1757,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SocialDevelopment
WBIN-1758,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SocialDevelopment
WBIN-1759,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SocialDevelopment
WBIN-1760,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SocialDevelopment
WBIN-1761,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SocialDevelopment
WBIN-1762,"Children in employment, total (% of children ages 7-14)",SocialDevelopment
WBIN-1763,"Children in employment, work only (% of children in employment, ages 7-14)",SocialDevelopment
WBIN-1764,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SocialDevelopment
WBIN-1765,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SocialDevelopment
WBIN-1766,"Children in employment, study and work (% of children in employment, ages 7-14)",SocialDevelopment
WBIN-1767,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SocialDevelopment
WBIN-1768,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SocialDevelopment
WBIN-1769,"Children in employment, male (% of male children ages 7-14)",SocialDevelopment
WBIN-1770,"Children in employment, female (% of female children ages 7-14)",SocialDevelopment
WBIN-1771,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SocialDevelopment
WBIN-1772,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SocialDevelopment
WBIN-1773,"Prevalence of HIV, male (% ages 15-24)",SocialDevelopment
WBIN-1774,"Prevalence of HIV, female (% ages 15-24)",SocialDevelopment
WBIN-1775,Proportion of seats held by women in national parliaments (%),SocialDevelopment
WBIN-1776,"School enrollment, tertiary (gross), gender parity index (GPI)",SocialDevelopment
WBIN-1777,"School enrollment, secondary (gross), gender parity index (GPI)",SocialDevelopment
WBIN-1778,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SocialDevelopment
WBIN-1779,"School enrollment, primary (gross), gender parity index (GPI)",SocialDevelopment
WBIN-1780,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SocialDevelopment
WBIN-1781,"Children in employment, wage workers (% of children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1782,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1783,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1784,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1785,"Unemployment, total (% of total labor force) (national estimate)",SocialProtectionAndLabor
WBIN-1786,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1787,"Unemployment, male (% of male labor force) (national estimate)",SocialProtectionAndLabor
WBIN-1788,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1789,"Unemployment, female (% of female labor force) (national estimate)",SocialProtectionAndLabor
WBIN-1790,"Share of youth not in education, employment or training, total (% of youth population)",SocialProtectionAndLabor
WBIN-1791,"Share of youth not in education, employment or training, male (% of male youth population)",SocialProtectionAndLabor
WBIN-1792,"Share of youth not in education, employment or training, female (% of female youth population)",SocialProtectionAndLabor
WBIN-1793,Unemployment with intermediate education (% of total labor force with intermediate education),SocialProtectionAndLabor
WBIN-1794,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SocialProtectionAndLabor
WBIN-1795,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SocialProtectionAndLabor
WBIN-1796,Unemployment with basic education (% of total labor force with basic education),SocialProtectionAndLabor
WBIN-1797,"Unemployment with basic education, male (% of male labor force with basic education)",SocialProtectionAndLabor
WBIN-1798,"Unemployment with basic education, female (% of female labor force with basic education)",SocialProtectionAndLabor
WBIN-1799,Unemployment with advanced education (% of total labor force with advanced education),SocialProtectionAndLabor
WBIN-1800,"Unemployment with advanced education, male (% of male labor force with advanced education)",SocialProtectionAndLabor
WBIN-1801,"Unemployment with advanced education, female (% of female labor force with advanced education)",SocialProtectionAndLabor
WBIN-1802,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1803,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SocialProtectionAndLabor
WBIN-1804,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1805,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SocialProtectionAndLabor
WBIN-1806,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1807,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SocialProtectionAndLabor
WBIN-1808,"Labor force, total",SocialProtectionAndLabor
WBIN-1809,"Labor force, female (% of total labor force)",SocialProtectionAndLabor
WBIN-1810,"Part time employment, total (% of total employment)",SocialProtectionAndLabor
WBIN-1811,"Part time employment, male (% of total male employment)",SocialProtectionAndLabor
WBIN-1812,"Part time employment, female (% of total female employment)",SocialProtectionAndLabor
WBIN-1813,Labor force with intermediate education (% of total working-age population with intermediate education),SocialProtectionAndLabor
WBIN-1814,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SocialProtectionAndLabor
WBIN-1815,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SocialProtectionAndLabor
WBIN-1816,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1817,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SocialProtectionAndLabor
WBIN-1818,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1819,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SocialProtectionAndLabor
WBIN-1820,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SocialProtectionAndLabor
WBIN-1821,Ratio of female to male labor force participation rate (%) (national estimate),SocialProtectionAndLabor
WBIN-1822,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1823,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SocialProtectionAndLabor
WBIN-1824,Labor force with basic education (% of total working-age population with basic education),SocialProtectionAndLabor
WBIN-1825,"Labor force with basic education, male (% of male working-age population with basic education)",SocialProtectionAndLabor
WBIN-1826,"Labor force with basic education, female (% of female working-age population with basic education)",SocialProtectionAndLabor
WBIN-1827,Labor force with advanced education (% of total working-age population with advanced education),SocialProtectionAndLabor
WBIN-1828,"Labor force with advanced education, male (% of male working-age population with advanced education)",SocialProtectionAndLabor
WBIN-1829,"Labor force with advanced education, female (% of female working-age population with advanced education)",SocialProtectionAndLabor
WBIN-1830,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1831,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1832,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1833,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1834,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SocialProtectionAndLabor
WBIN-1835,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1836,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SocialProtectionAndLabor
WBIN-1837,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1838,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SocialProtectionAndLabor
WBIN-1839,"Children in employment, total (% of children ages 7-14)",SocialProtectionAndLabor
WBIN-1840,"Children in employment, work only (% of children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1841,"Average working hours of children, working only, ages 7-14 (hours per week)",SocialProtectionAndLabor
WBIN-1842,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1843,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SocialProtectionAndLabor
WBIN-1844,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1845,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SocialProtectionAndLabor
WBIN-1846,"Children in employment, study and work (% of children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1847,"Average working hours of children, study and work, ages 7-14 (hours per week)",SocialProtectionAndLabor
WBIN-1848,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1849,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SocialProtectionAndLabor
WBIN-1850,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1851,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SocialProtectionAndLabor
WBIN-1852,"Children in employment, male (% of male children ages 7-14)",SocialProtectionAndLabor
WBIN-1853,"Children in employment, female (% of female children ages 7-14)",SocialProtectionAndLabor
WBIN-1854,Employment in services (% of total employment) (modeled ILO estimate),SocialProtectionAndLabor
WBIN-1855,"Employment in services, male (% of male employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1856,"Employment in services, female (% of female employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1857,Child employment in services (% of economically active children ages 7-14),SocialProtectionAndLabor
WBIN-1858,"Child employment in services, male (% of male economically active children ages 7-14)",SocialProtectionAndLabor
WBIN-1859,"Child employment in services, female (% of female economically active children ages 7-14)",SocialProtectionAndLabor
WBIN-1860,"Children in employment, self-employed (% of children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1861,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1862,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1863,Child employment in manufacturing (% of economically active children ages 7-14),SocialProtectionAndLabor
WBIN-1864,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SocialProtectionAndLabor
WBIN-1865,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SocialProtectionAndLabor
WBIN-1866,Employment in industry (% of total employment) (modeled ILO estimate),SocialProtectionAndLabor
WBIN-1867,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1868,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1869,GDP per person employed (constant 2017 PPP $),SocialProtectionAndLabor
WBIN-1870,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1871,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1872,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1873,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1874,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1875,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SocialProtectionAndLabor
WBIN-1876,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1877,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1878,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1879,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1880,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1881,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1882,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1883,"Employment to population ratio, 15+, total (%) (national estimate)",SocialProtectionAndLabor
WBIN-1884,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1885,"Employment to population ratio, 15+, male (%) (national estimate)",SocialProtectionAndLabor
WBIN-1886,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1887,"Employment to population ratio, 15+, female (%) (national estimate)",SocialProtectionAndLabor
WBIN-1888,Female share of employment in senior and middle management (%),SocialProtectionAndLabor
WBIN-1889,"Self-employed, total (% of total employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1890,"Self-employed, male (% of male employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1891,"Self-employed, female (% of female employment) (modeled ILO estimate)",SocialProtectionAndLabor
WBIN-1892,Travel services (% of commercial service exports),Trade
WBIN-1893,Transport services (% of commercial service exports),Trade
WBIN-1894,High-technology exports (% of manufactured exports),Trade
WBIN-1895,High-technology exports (current US$),Trade
WBIN-1896,Commercial service exports (current US$),Trade
WBIN-1897,"Computer, communications and other services (% of commercial service exports)",Trade
WBIN-1898,Export value index (2015 = 100),Trade
WBIN-1899,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),Trade
WBIN-1900,Merchandise exports by the reporting economy (current US$),Trade
WBIN-1901,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Trade
WBIN-1902,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Trade
WBIN-1903,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Trade
WBIN-1904,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Trade
WBIN-1905,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Trade
WBIN-1906,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Trade
WBIN-1907,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Trade
WBIN-1908,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Trade
WBIN-1909,Merchandise exports to high-income economies (% of total merchandise exports),Trade
WBIN-1910,Merchandise exports (current US$),Trade
WBIN-1911,Merchandise exports to economies in the Arab World (% of total merchandise exports),Trade
WBIN-1912,Ores and metals exports (% of merchandise exports),Trade
WBIN-1913,Manufactures exports (% of merchandise exports),Trade
WBIN-1914,Insurance and financial services (% of commercial service exports),Trade
WBIN-1915,ICT goods exports (% of total goods exports),Trade
WBIN-1916,Fuel exports (% of merchandise exports),Trade
WBIN-1917,Food exports (% of merchandise exports),Trade
WBIN-1918,Agricultural raw materials exports (% of merchandise exports),Trade
WBIN-1919,Export unit value index (2015 = 100),Trade
WBIN-1920,Export volume index (2015 = 100),Trade
WBIN-1921,Medium and high-tech exports (% manufactured exports),Trade
WBIN-1922,Net barter terms of trade index (2015 = 100),Trade
WBIN-1923,Travel services (% of commercial service imports),Trade
